year,imd,sex,cause,<1   ,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+  ,All Ages
1982,2,Male,05 Stroke (cerebrovascular),2,0,2,1,1,4,8,11,10,17,39,74,135,216,345,548,585,442,230,95,2765
1982,2,Male,06 Other circulatory,1,1,0,0,4,8,8,5,10,16,47,66,148,227,382,476,496,439,258,123,2715
1982,2,Male,07 Intentional injuries,5,3,1,1,17,27,31,31,31,13,30,22,22,18,19,11,11,3,4,0,300
1982,2,Male,08 Unintentional injuries,9,22,25,23,80,90,53,48,36,41,26,41,59,46,40,49,66,57,27,9,847
1982,2,Male,09 All other causes,417,34,9,18,36,42,39,49,47,59,73,96,139,195,272,336,356,291,169,78,2755
1982,2,Male,10 Neonatal,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
1982,2,Female,01 Neoplasms,1,9,8,7,6,13,19,45,71,109,173,357,589,818,975,1090,1031,817,471,183,6792
1982,2,Female,02 Diseases of the respiratory system,38,8,2,2,8,3,5,6,7,12,23,62,132,199,274,479,729,1101,1044,918,5052
1982,2,Female,03 Diabetes,0,0,0,0,0,0,0,0,2,1,2,9,12,17,34,44,60,71,32,16,300
1982,2,Female,04 Ischaemic heart disease,0,0,0,0,0,0,1,1,12,27,38,119,253,517,795,1199,1549,1486,981,554,7532
1982,2,Female,05 Stroke (cerebrovascular),1,1,2,1,3,6,3,7,9,20,35,55,93,201,305,599,902,998,762,450,4453
1982,2,Female,06 Other circulatory,4,2,1,2,3,2,6,6,11,11,31,47,104,183,264,411,638,824,770,607,3927
1982,2,Female,07 Intentional injuries,1,4,0,2,11,15,16,7,14,10,18,10,18,21,22,20,8,7,6,1,211
1982,2,Female,08 Unintentional injuries,4,9,13,13,26,16,12,13,15,6,10,9,17,31,33,71,75,90,85,46,594
1982,2,Female,09 All other causes,292,36,6,12,21,24,26,27,32,47,50,74,112,175,242,354,501,555,441,297,3324
1982,2,Female,10 Neonatal,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
1982,3,Male,01 Neoplasms,2,8,6,10,14,14,12,29,42,81,155,326,649,982,1281,1504,1219,750,281,80,7445
1982,3,Male,02 Diseases of the respiratory system,46,10,0,4,7,7,7,5,9,18,41,66,124,287,539,854,1061,966,561,306,4918
1982,3,Male,03 Diabetes,0,1,0,0,0,0,0,1,6,2,6,10,12,15,22,47,47,21,8,2,200
1982,3,Male,04 Ischaemic heart disease,0,1,0,0,1,4,4,17,45,110,262,485,832,1156,1444,1743,1565,957,426,153,9205
1982,3,Male,05 Stroke (cerebrovascular),1,0,2,0,0,7,6,7,8,14,32,57,105,186,369,483,592,445,228,106,2648
1982,3,Male,06 Other circulatory,3,1,0,0,7,2,3,4,11,12,31,56,144,173,311,441,486,392,228,138,2443
1982,3,Male,07 Intentional injuries,1,1,0,0,8,31,44,26,31,37,22,18,32,22,16,17,5,7,9,0,327
1982,3,Male,08 Unintentional injuries,8,20,12,17,97,77,50,52,37,37,38,42,43,40,40,49,47,43,26,12,787
1982,3,Male,09 All other causes,320,38,9,8,22,44,38,32,30,54,69,82,153,199,241,337,334,324,175,81,2590
1982,3,Male,10 Neonatal,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
1982,3,Female,01 Neoplasms,2,4,3,6,7,11,21,35,55,107,175,322,523,744,862,1036,994,799,455,191,6352
1982,3,Female,02 Diseases of the respiratory system,33,8,2,0,5,2,7,4,14,11,22,44,113,163,258,427,717,1046,1025,903,4804
1982,3,Female,03 Diabetes,0,0,0,1,0,0,0,2,0,3,4,9,6,20,25,53,54,52,25,13,267
1982,3,Female,04 Ischaemic heart disease,0,0,0,1,1,1,1,5,6,21,44,119,247,443,687,1093,1390,1397,932,536,6924
1982,3,Female,05 Stroke (cerebrovascular),0,0,0,1,0,4,7,5,11,16,34,49,95,163,286,547,899,950,780,509,4356
1982,3,Female,06 Other circulatory,1,0,1,1,0,2,5,4,6,10,23,43,80,155,216,371,604,789,785,637,3733
1982,3,Female,07 Intentional injuries,1,0,0,0,2,5,9,6,10,13,11,8,16,10,15,11,10,7,5,2,141
1982,3,Female,08 Unintentional injuries,4,5,4,11,15,19,11,12,8,6,12,8,16,21,23,46,84,81,81,47,514
1982,3,Female,09 All other causes,223,21,4,17,23,11,20,32,37,32,51,64,115,163,209,306,515,559,433,302,3137
1982,3,Female,10 Neonatal,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1982,4,Male,01 Neoplasms,2,6,11,13,13,20,15,29,46,80,137,305,608,854,1165,1435,1261,681,270,80,7031
1982,4,Male,02 Diseases of the respiratory system,40,9,1,8,6,7,5,6,5,12,34,59,165,218,422,718,939,811,484,301,4250
1982,4,Male,03 Diabetes,0,0,0,0,3,2,1,2,1,3,6,13,16,11,29,35,42,28,17,2,211
1982,4,Male,04 Ischaemic heart disease,0,1,0,0,0,2,6,16,49,100,194,418,675,1004,1363,1721,1535,1013,428,182,8707
1982,4,Male,05 Stroke (cerebrovascular),0,0,1,0,0,0,4,6,8,19,26,57,105,174,314,498,565,452,258,110,2597
1982,4,Male,06 Other circulatory,3,1,0,3,4,11,9,7,7,11,26,54,115,192,272,413,501,450,267,154,2500
1982,4,Male,07 Intentional injuries,1,2,0,2,8,18,29,30,35,25,21,15,27,23,17,15,15,4,1,2,290
1982,4,Male,08 Unintentional injuries,4,17,11,20,79,89,46,48,47,28,24,30,37,25,31,45,57,29,17,12,696
1982,4,Male,09 All other causes,283,29,8,13,17,22,22,37,38,50,40,91,98,197,204,272,334,265,159,76,2255
1982,4,Male,10 Neonatal,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
1982,4,Female,01 Neoplasms,1,5,8,8,11,10,13,40,60,122,179,300,492,653,785,1054,966,785,505,198,6195
1982,4,Female,02 Diseases of the respiratory system,29,8,3,2,2,7,6,5,5,11,14,40,85,127,223,405,604,912,912,820,4220
1982,4,Female,03 Diabetes,0,0,0,0,0,2,1,1,6,3,3,5,13,20,37,40,61,50,25,15,282
1982,4,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,5,9,14,30,90,174,327,629,1081,1265,1285,973,561,6443
1982,4,Female,05 Stroke (cerebrovascular),0,0,0,1,0,1,3,9,10,19,34,45,91,161,268,528,838,984,747,524,4263
1982,4,Female,06 Other circulatory,3,0,0,1,1,1,3,3,3,10,19,40,61,131,214,384,590,817,731,598,3610
1982,4,Female,07 Intentional injuries,4,1,2,1,2,6,7,10,14,10,10,16,11,17,10,7,7,8,3,2,148
1982,4,Female,08 Unintentional injuries,3,7,5,7,24,22,13,16,11,13,13,18,15,23,21,46,69,91,70,45,532
1982,4,Female,09 All other causes,219,24,4,11,15,20,18,20,36,28,46,63,101,147,204,321,440,529,459,300,3005
1982,4,Female,10 Neonatal,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1982,5,Male,01 Neoplasms,0,7,4,15,14,18,17,20,45,69,130,282,512,785,1164,1397,1175,732,301,86,6773
1982,5,Male,02 Diseases of the respiratory system,38,7,0,5,6,6,10,11,10,11,25,42,95,222,401,684,892,884,597,283,4229
1982,5,Male,03 Diabetes,0,0,0,1,1,0,1,0,1,3,4,8,7,14,32,36,38,38,9,4,197
1982,5,Male,04 Ischaemic heart disease,0,0,0,0,1,1,5,12,41,89,193,368,662,989,1321,1713,1575,996,460,182,8608
1982,5,Male,05 Stroke (cerebrovascular),0,0,1,2,0,3,2,5,12,13,21,53,88,133,279,478,575,455,281,124,2525
1982,5,Male,06 Other circulatory,3,1,1,0,1,6,4,8,16,19,25,45,96,187,303,442,484,432,278,141,2492
1982,5,Male,07 Intentional injuries,2,0,0,0,12,17,22,16,30,18,28,30,28,23,24,15,19,11,4,0,299
1982,5,Male,08 Unintentional injuries,4,11,14,22,113,94,36,49,29,26,23,37,39,42,28,52,55,49,20,14,757
1982,5,Male,09 All other causes,243,22,11,10,26,27,25,27,19,31,57,63,126,154,226,306,353,323,166,100,2315
1982,5,Male,10 Neonatal,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
1982,5,Female,01 Neoplasms,2,5,6,5,8,10,14,49,92,99,168,298,501,652,815,997,919,796,429,219,6084
1982,5,Female,02 Diseases of the respiratory system,15,4,2,8,1,3,7,3,7,10,17,44,75,138,212,372,651,995,988,928,4480
1982,5,Female,03 Diabetes,0,0,0,0,0,0,0,1,0,0,2,4,10,13,36,47,44,64,32,10,263
1982,5,Female,04 Ischaemic heart disease,1,0,0,0,0,1,0,1,5,14,30,72,167,339,625,982,1314,1234,911,542,6238
1982,5,Female,05 Stroke (cerebrovascular),0,0,0,1,0,3,3,7,17,13,21,40,76,124,260,546,784,926,799,490,4110
1982,5,Female,06 Other circulatory,1,3,0,0,0,4,3,4,8,7,16,25,62,115,223,369,583,770,745,592,3530
1982,5,Female,07 Intentional injuries,2,1,3,0,1,9,8,8,9,6,14,10,16,18,18,18,11,8,0,0,160
1982,5,Female,08 Unintentional injuries,4,4,3,7,17,19,7,10,5,7,12,13,14,21,29,50,68,89,78,52,509
1982,5,Female,09 All other causes,153,19,5,8,11,15,24,22,25,33,34,56,100,142,190,289,449,522,416,352,2865
1982,5,Female,10 Neonatal,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1982,6,Male,01 Neoplasms,0,4,11,11,11,17,12,26,42,71,128,252,492,700,1018,1289,1100,701,293,89,6267
1982,6,Male,02 Diseases of the respiratory system,21,3,3,6,8,9,2,8,6,14,20,38,97,182,379,641,866,830,551,296,3980
1982,6,Male,03 Diabetes,0,0,0,0,1,0,1,4,1,3,3,9,6,16,31,37,41,28,10,9,200
1982,6,Male,04 Ischaemic heart disease,0,0,0,0,0,1,1,16,32,69,182,366,614,910,1248,1588,1467,1013,456,200,8163
1982,6,Male,05 Stroke (cerebrovascular),0,0,0,1,0,3,4,9,9,16,20,47,91,136,255,506,569,471,274,120,2531
1982,6,Male,06 Other circulatory,4,0,1,1,2,3,7,7,12,19,35,45,97,167,300,422,505,406,266,157,2456
1982,6,Male,07 Intentional injuries,1,1,0,0,8,17,19,26,15,16,29,23,24,18,14,13,18,6,2,0,250
1982,6,Male,08 Unintentional injuries,2,11,10,23,104,77,51,39,32,25,21,40,29,40,37,36,62,34,32,9,714
1982,6,Male,09 All other causes,246,23,11,11,18,12,34,27,39,19,43,59,100,144,186,257,311,272,153,82,2047
1982,6,Male,10 Neonatal,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
1982,6,Female,01 Neoplasms,3,6,7,3,9,7,9,43,70,95,179,279,438,595,776,963,911,686,457,202,5738
1982,6,Female,02 Diseases of the respiratory system,16,3,2,4,1,4,4,6,4,6,18,32,55,100,172,343,627,852,940,819,4008
1982,6,Female,03 Diabetes,0,0,0,0,0,0,1,1,1,3,1,4,6,13,22,40,45,48,32,10,227
1982,6,Female,04 Ischaemic heart disease,0,0,0,0,0,1,0,0,3,6,24,47,154,274,521,910,1218,1287,884,548,5877
1982,6,Female,05 Stroke (cerebrovascular),0,1,1,2,0,2,3,4,9,15,19,35,87,147,245,466,791,961,799,565,4152
1982,6,Female,06 Other circulatory,2,1,1,2,1,1,4,1,4,9,14,38,64,121,180,335,605,709,733,651,3476
1982,6,Female,07 Intentional injuries,1,0,1,1,2,8,7,10,11,8,12,22,11,12,14,11,6,9,3,0,149
1982,6,Female,08 Unintentional injuries,1,6,5,7,23,26,8,11,16,6,11,8,16,29,24,39,72,64,67,65,504
1982,6,Female,09 All other causes,149,20,5,10,9,19,14,20,25,29,35,47,87,144,180,334,422,510,438,344,2841
1982,6,Female,10 Neonatal,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1982,7,Male,01 Neoplasms,3,9,10,6,17,16,6,30,45,73,115,235,445,694,937,1221,1075,660,276,84,5957
1982,7,Male,02 Diseases of the respiratory system,26,11,1,0,6,2,2,7,3,7,23,29,87,145,321,552,739,747,474,279,3461
1982,7,Male,03 Diabetes,0,0,0,0,1,0,1,1,1,2,3,2,1,10,30,31,40,27,12,1,163
1982,7,Male,04 Ischaemic heart disease,0,0,0,0,0,0,2,10,41,92,178,320,563,885,1144,1485,1425,880,467,190,7682
1982,7,Male,05 Stroke (cerebrovascular),0,0,1,0,1,5,4,4,11,12,21,40,70,157,239,451,541,441,221,110,2329
1982,7,Male,06 Other circulatory,1,1,2,1,6,7,5,5,5,14,17,33,78,145,261,378,472,377,228,163,2199
1982,7,Male,07 Intentional injuries,4,0,0,0,5,12,24,22,17,21,29,22,22,20,20,22,10,8,4,0,262
1982,7,Male,08 Unintentional injuries,4,9,9,13,87,70,44,30,28,22,27,20,27,31,30,31,35,39,23,14,593
1982,7,Male,09 All other causes,221,13,7,13,18,20,15,24,31,26,32,46,84,113,171,255,328,283,157,86,1943
1982,7,Male,10 Neonatal,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
1982,7,Female,01 Neoplasms,2,5,3,8,7,10,27,36,61,106,187,298,427,592,711,846,825,679,413,192,5435
1982,7,Female,02 Diseases of the respiratory system,14,4,3,2,2,2,1,6,9,4,13,30,33,83,185,310,536,803,815,852,3707
1982,7,Female,03 Diabetes,0,0,0,0,0,0,0,2,1,1,3,3,2,6,24,34,45,38,19,17,195
1982,7,Female,04 Ischaemic heart disease,0,0,0,0,2,0,2,1,5,8,20,63,132,262,503,883,1136,1155,833,587,5592
1982,7,Female,05 Stroke (cerebrovascular),1,0,0,0,0,1,2,2,9,16,23,39,60,115,215,446,734,896,759,503,3821
1982,7,Female,06 Other circulatory,1,1,1,0,1,3,0,2,3,7,14,25,48,95,159,284,545,653,665,584,3091
1982,7,Female,07 Intentional injuries,2,0,1,0,1,1,6,14,11,7,8,14,16,15,14,22,13,6,1,0,152
1982,7,Female,08 Unintentional injuries,4,10,7,9,23,13,9,12,9,8,9,14,17,11,25,40,52,67,66,56,461
1982,7,Female,09 All other causes,168,16,10,9,11,19,9,24,27,23,26,51,75,121,165,258,379,453,389,306,2539
1982,7,Female,10 Neonatal,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1982,8,Male,01 Neoplasms,2,9,8,13,8,12,17,22,49,52,97,195,408,628,879,1127,910,563,254,78,5331
1982,8,Male,02 Diseases of the respiratory system,24,7,5,8,5,4,4,8,11,13,16,30,89,128,265,527,693,671,447,268,3223
1982,8,Male,03 Diabetes,0,0,0,0,0,1,0,2,2,3,4,6,5,11,18,35,31,24,10,5,157
1982,8,Male,04 Ischaemic heart disease,0,0,0,0,1,1,0,11,28,58,158,285,492,810,1048,1390,1321,888,416,138,7045
1982,8,Male,05 Stroke (cerebrovascular),0,0,0,0,0,0,1,3,11,9,23,44,69,122,217,416,541,382,272,107,2217
1982,8,Male,06 Other circulatory,0,3,1,2,6,4,3,6,11,14,18,42,75,151,229,317,421,370,247,153,2073
1982,8,Male,07 Intentional injuries,1,1,0,1,8,21,16,20,26,14,18,19,16,13,13,16,9,4,2,0,218
1982,8,Male,08 Unintentional injuries,1,7,10,19,85,64,45,38,33,22,32,24,23,26,32,34,40,30,17,14,596
1982,8,Male,09 All other causes,166,21,6,12,32,12,22,21,21,23,33,44,92,106,162,257,281,244,169,81,1805
1982,8,Male,10 Neonatal,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1982,8,Female,01 Neoplasms,0,4,7,12,4,9,15,41,56,95,158,268,397,542,666,783,736,643,373,193,5002
1982,8,Female,02 Diseases of the respiratory system,22,2,2,5,3,4,8,4,5,12,9,29,49,94,152,281,561,831,813,816,3702
1982,8,Female,03 Diabetes,0,0,0,0,0,1,0,0,0,4,0,5,4,13,25,31,49,36,19,11,198
1982,8,Female,04 Ischaemic heart disease,0,0,0,0,1,0,1,1,2,9,18,60,101,210,433,775,1125,1101,834,531,5202
1982,8,Female,05 Stroke (cerebrovascular),0,0,0,0,2,2,0,7,6,13,17,32,60,93,185,430,684,886,722,515,3654
1982,8,Female,06 Other circulatory,3,2,0,3,0,2,0,3,4,7,10,22,42,77,146,304,496,640,673,622,3056
1982,8,Female,07 Intentional injuries,0,2,0,0,3,3,4,8,10,16,11,12,9,14,17,17,14,8,3,0,151
1982,8,Female,08 Unintentional injuries,4,5,4,10,23,15,5,8,8,7,10,15,18,15,22,37,56,58,71,47,438
1982,8,Female,09 All other causes,148,15,8,8,13,9,12,14,14,20,34,43,73,116,144,246,366,443,458,304,2488
1982,8,Female,10 Neonatal,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1982,9,Male,01 Neoplasms,2,6,10,8,9,11,11,16,51,58,118,213,367,600,751,1012,945,540,242,81,5051
1982,9,Male,02 Diseases of the respiratory system,18,7,3,2,3,6,6,3,8,10,17,31,61,126,218,441,596,589,442,261,2848
1982,9,Male,03 Diabetes,0,0,0,0,0,1,2,3,2,2,4,6,13,13,22,20,28,20,13,6,155
1982,9,Male,04 Ischaemic heart disease,0,0,0,0,0,0,1,11,25,69,139,303,490,715,963,1194,1211,757,364,167,6409
1982,9,Male,05 Stroke (cerebrovascular),0,0,0,1,1,5,3,2,10,7,12,31,76,118,194,354,460,379,232,96,1981
1982,9,Male,06 Other circulatory,2,0,2,1,2,2,7,2,3,8,20,48,75,111,220,321,374,327,237,131,1893
1982,9,Male,07 Intentional injuries,1,0,0,0,7,14,13,25,24,16,27,26,26,14,17,15,8,3,1,0,237
1982,9,Male,08 Unintentional injuries,3,8,9,19,91,54,36,29,27,33,27,19,23,17,29,32,44,32,12,5,549
1982,9,Male,09 All other causes,175,28,7,14,30,24,23,22,28,41,20,43,62,107,145,200,251,233,140,70,1663
1982,9,Male,10 Neonatal,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
1982,9,Female,01 Neoplasms,0,4,4,8,4,5,9,28,86,101,153,234,385,499,627,717,731,581,355,191,4722
1982,9,Female,02 Diseases of the respiratory system,13,5,1,4,1,1,7,0,5,6,25,20,42,67,142,279,445,693,684,702,3142
1982,9,Female,03 Diabetes,0,0,0,1,1,1,0,2,0,0,3,2,3,7,14,19,29,47,26,10,165
1982,9,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,0,3,11,21,52,99,204,410,690,956,978,779,482,4685
1982,9,Female,05 Stroke (cerebrovascular),0,0,0,2,1,2,2,2,3,6,16,27,57,83,148,337,645,779,656,482,3248
1982,9,Female,06 Other circulatory,0,1,2,0,0,2,2,3,3,4,12,21,46,63,137,233,424,558,608,550,2669
1982,9,Female,07 Intentional injuries,0,0,0,0,6,1,4,10,5,5,13,16,10,7,10,12,7,7,3,1,117
1982,9,Female,08 Unintentional injuries,0,4,4,5,23,11,12,10,10,9,9,5,13,18,24,40,46,51,50,44,388
1982,9,Female,09 All other causes,150,14,7,5,7,10,12,14,11,20,29,60,62,99,139,223,336,393,380,287,2258
1982,9,Female,10 Neonatal,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1982,10,Male,01 Neoplasms,2,7,5,10,7,6,14,28,38,77,97,166,323,468,711,843,751,461,190,64,4268
1982,10,Male,02 Diseases of the respiratory system,15,4,2,1,6,4,4,3,5,7,15,18,51,109,200,352,498,456,344,219,2313
1982,10,Male,03 Diabetes,0,0,0,0,1,0,0,1,2,1,1,2,5,2,16,25,24,18,9,5,112
1982,10,Male,04 Ischaemic heart disease,0,0,0,0,0,1,1,7,22,51,131,280,487,636,834,1082,1028,672,346,149,5727
1982,10,Male,05 Stroke (cerebrovascular),0,1,0,0,2,3,0,3,6,7,18,24,45,94,171,279,360,318,207,84,1622
1982,10,Male,06 Other circulatory,0,2,0,1,3,0,2,2,4,4,16,44,72,88,170,279,298,305,187,113,1590
1982,10,Male,07 Intentional injuries,1,0,1,1,7,10,17,11,19,21,19,27,29,18,13,7,6,4,6,1,218
1982,10,Male,08 Unintentional injuries,3,8,6,16,90,46,27,21,28,20,23,25,19,18,25,31,28,25,15,11,485
1982,10,Male,09 All other causes,176,10,16,4,21,15,16,12,17,27,39,43,55,96,118,188,229,210,118,80,1490
1982,10,Male,10 Neonatal,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1982,10,Female,01 Neoplasms,1,5,7,7,11,9,18,25,59,97,166,261,318,459,564,657,650,538,338,172,4362
1982,10,Female,02 Diseases of the respiratory system,10,5,3,0,1,3,1,5,4,9,8,30,45,52,114,228,421,556,587,585,2667
1982,10,Female,03 Diabetes,0,0,0,0,1,0,1,0,2,0,3,3,2,7,15,22,23,19,17,7,122
1982,10,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,2,0,6,10,36,83,165,306,516,801,860,679,438,3902
1982,10,Female,05 Stroke (cerebrovascular),0,0,0,1,0,2,0,3,9,8,21,22,33,76,139,293,529,675,599,430,2840
1982,10,Female,06 Other circulatory,1,1,1,0,2,0,0,4,5,4,13,24,44,52,114,178,336,450,475,440,2144
1982,10,Female,07 Intentional injuries,0,0,0,1,1,3,5,11,6,9,16,15,24,16,8,8,10,5,3,0,141
1982,10,Female,08 Unintentional injuries,1,9,2,12,16,11,8,8,6,4,10,15,11,12,19,29,50,57,53,30,363
1982,10,Female,09 All other causes,112,13,7,10,14,5,9,16,16,15,28,41,57,76,130,210,252,309,298,272,1890
1982,10,Female,10 Neonatal,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1983,1,Male,01 Neoplasms,9,11,5,12,26,17,22,35,57,77,229,446,895,1446,1701,1978,1571,853,280,78,9748
1983,1,Male,02 Diseases of the respiratory system,55,6,0,6,4,11,7,11,11,23,46,94,249,480,692,1053,1280,1133,560,278,5999
1983,1,Male,03 Diabetes,0,0,0,0,1,1,2,0,2,2,9,11,21,30,33,49,38,20,7,3,229
1983,1,Male,04 Ischaemic heart disease,0,0,0,0,1,0,5,24,84,153,357,655,1087,1626,1781,2231,1831,1075,422,151,11483
1983,1,Male,05 Stroke (cerebrovascular),4,2,0,2,3,4,8,13,15,25,57,78,169,279,414,653,700,483,221,82,3212
1983,1,Male,06 Other circulatory,8,2,1,1,6,6,5,12,9,21,54,80,162,309,409,496,527,436,216,104,2864
1983,1,Male,07 Intentional injuries,1,3,1,0,16,32,37,45,38,28,28,27,33,31,8,18,15,9,0,0,370
1983,1,Male,08 Unintentional injuries,8,40,35,37,102,78,63,52,49,48,44,50,58,57,45,46,69,62,26,10,979
1983,1,Male,09 All other causes,561,57,13,20,31,41,50,55,64,80,106,110,165,267,306,387,423,331,185,73,3325
1983,1,Male,10 Neonatal,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
1983,1,Female,01 Neoplasms,3,7,8,8,19,14,28,47,76,131,233,418,671,1017,1075,1237,1215,999,509,228,7943
1983,1,Female,02 Diseases of the respiratory system,38,7,2,6,8,7,6,10,7,12,33,70,150,261,369,580,899,1228,1220,873,5786
1983,1,Female,03 Diabetes,0,0,0,1,1,1,0,1,2,3,4,5,14,20,39,75,62,62,23,12,325
1983,1,Female,04 Ischaemic heart disease,0,0,0,0,0,0,2,4,18,29,78,152,362,698,987,1471,1873,1803,1132,596,9205
1983,1,Female,05 Stroke (cerebrovascular),0,1,0,1,2,8,8,7,15,24,35,74,126,229,364,662,991,1070,776,450,4843
1983,1,Female,06 Other circulatory,7,1,1,3,3,7,2,4,12,12,33,60,125,207,320,466,691,862,758,556,4130
1983,1,Female,07 Intentional injuries,1,4,0,1,4,19,9,12,10,10,10,17,17,14,13,20,16,4,7,0,188
1983,1,Female,08 Unintentional injuries,7,16,20,9,16,18,13,14,15,8,19,24,33,30,43,64,79,106,92,78,704
1983,1,Female,09 All other causes,395,40,21,12,23,28,45,31,24,41,63,91,149,207,254,422,572,635,519,310,3882
1983,1,Female,10 Neonatal,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
1983,2,Male,01 Neoplasms,1,8,9,5,18,13,15,27,47,78,151,338,751,1261,1361,1753,1385,801,268,76,8366
1983,2,Male,02 Diseases of the respiratory system,39,8,1,3,9,11,7,10,13,18,30,66,159,354,577,885,1128,1030,570,266,5184
1983,2,Male,03 Diabetes,0,0,0,0,1,2,0,1,4,3,1,5,13,18,28,27,50,20,9,7,189
1983,2,Male,04 Ischaemic heart disease,0,0,0,0,1,3,7,20,49,125,262,499,919,1339,1559,1740,1630,1007,440,167,9767
1983,2,Male,05 Stroke (cerebrovascular),1,1,0,0,5,2,6,6,12,17,32,69,127,269,323,528,557,437,212,79,2683
1983,2,Male,06 Other circulatory,3,2,4,3,8,4,4,9,12,19,28,73,124,235,321,450,484,377,231,116,2507
1983,2,Male,07 Intentional injuries,1,1,0,0,12,28,40,25,36,29,24,20,29,33,19,19,16,6,1,1,340
1983,2,Male,08 Unintentional injuries,4,21,27,30,75,76,47,42,33,31,37,45,45,43,55,55,49,53,25,14,807
1983,2,Male,09 All other causes,335,40,7,19,31,40,39,41,36,48,74,90,138,206,241,325,376,300,129,72,2587
1983,2,Male,10 Neonatal,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
1983,2,Female,01 Neoplasms,0,7,5,11,14,15,22,33,64,91,207,325,648,848,944,1136,1023,853,509,220,6975
1983,2,Female,02 Diseases of the respiratory system,31,4,1,2,2,8,3,3,6,12,22,59,108,194,271,497,769,1020,1056,866,4934
1983,2,Female,03 Diabetes,0,0,0,0,0,0,0,2,1,3,5,6,13,26,39,56,49,60,42,10,312
1983,2,Female,04 Ischaemic heart disease,0,0,0,0,0,1,5,4,13,17,46,105,303,528,716,1222,1577,1510,1042,542,7631
1983,2,Female,05 Stroke (cerebrovascular),0,0,0,0,3,4,2,9,8,17,36,57,91,183,295,533,889,1003,757,452,4339
1983,2,Female,06 Other circulatory,2,1,1,1,1,5,5,6,11,13,22,34,82,171,239,386,624,793,721,575,3693
1983,2,Female,07 Intentional injuries,4,1,0,1,7,6,10,5,12,14,10,13,14,24,18,15,12,4,5,0,175
1983,2,Female,08 Unintentional injuries,8,16,7,4,19,17,8,9,8,10,8,13,17,21,29,57,60,122,90,49,572
1983,2,Female,09 All other causes,280,34,11,8,23,21,24,24,38,40,37,63,106,156,214,330,449,595,484,315,3252
1983,2,Female,10 Neonatal,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
1983,3,Male,01 Neoplasms,1,7,5,6,11,17,19,27,48,77,163,319,623,1048,1250,1614,1286,718,293,71,7603
1983,3,Male,02 Diseases of the respiratory system,43,8,3,5,8,11,9,9,10,15,32,50,151,310,496,788,1078,997,570,294,4887
1983,3,Male,03 Diabetes,0,0,0,0,0,1,2,1,2,4,11,9,16,23,23,43,30,32,5,5,207
1983,3,Male,04 Ischaemic heart disease,0,0,0,1,0,1,4,17,50,109,217,426,789,1270,1424,1793,1563,1002,443,187,9296
1983,3,Male,05 Stroke (cerebrovascular),0,0,1,1,4,2,3,6,14,11,35,52,120,190,298,498,564,463,227,104,2593
1983,3,Male,06 Other circulatory,1,3,0,2,5,6,2,6,16,23,35,58,99,186,260,441,493,390,233,135,2394
1983,3,Male,07 Intentional injuries,5,2,0,1,11,15,18,34,30,25,31,31,19,33,28,15,12,4,2,3,319
1983,3,Male,08 Unintentional injuries,9,13,22,23,85,96,58,37,39,28,34,25,36,50,41,48,48,50,35,7,784
1983,3,Male,09 All other causes,313,36,9,14,25,47,47,42,40,49,61,71,116,183,218,320,367,292,165,76,2491
